Team _1,Team_2,Venue,Toss_Won,Elected,Winner,TOss1
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),1,0,Delhi Capitals,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Dubai Sports(Dubai),1,1,Delhi Capitals,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Shaheed Veer(Rajpur),1,1,Delhi Capitals,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Kingsmaid(Durban),1,1,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Royal Challengers Banglore,Dubai Sports(Dubai),2,0,Delhi Capitals,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Delhi Capitals,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),2,0,Delhi Capitals,Royal Challengers Banglore
Delhi Capitals,Chennai Super Kings,Dubai Sports(Dubai),2,0,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Sharjah Stadium,2,1,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Feroz Shah(Delhi),2,0,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Chennai Super Kings,Shaheed Veer(Rajpur),2,1,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Mumbai Indians,MA Chidambaram(Chennai),2,1,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Wankhede(Mumbai),2,0,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),2,0,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),2,0,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),2,0,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),2,0,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),2,0,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Feroz Shah(Delhi),2,1,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Sharjah Stadium,2,1,Delhi Capitals,Mumbai Indians
Delhi Capitals,Mumbai Indians,Buffalo Park(London),2,1,Delhi Capitals,Mumbai Indians
Delhi Capitals,Punjab Kings,Feroz Shah(Delhi),2,1,Delhi Capitals,Punjab Kings
Delhi Capitals,Punjab Kings,Subrata(Gahunje),2,1,Delhi Capitals,Punjab Kings
Delhi Capitals,Punjab Kings,Feroz Shah(Delhi),2,0,Delhi Capitals,Punjab Kings
Delhi Capitals,Punjab Kings,Dubai Sports(Dubai),2,0,Delhi Capitals,Punjab Kings
Delhi Capitals,Rajasthan Royals,Sharjah Stadium,2,0,Delhi Capitals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),2,1,Delhi Capitals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),2,0,Delhi Capitals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Sawai Mansingh(Jaipur),2,1,Delhi Capitals,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Feroz Shah(Delhi),2,0,Delhi Capitals,Rajasthan Royals
Delhi Capitals,Kolkata Night Riders,Sharjah Stadium,2,0,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),2,0,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),2,0,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Dubai Sports(Dubai),2,1,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Shaheed Veer(Rajpur),2,1,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Kingsmaid(Durban),2,1,Delhi Capitals,Kolkata Night Riders
Delhi Capitals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Delhi Capitals,Sunrises Hyderabad
Mumbai Indians,Delhi Capitals,Wankhede(Mumbai),2,0,Delhi Capitals,Delhi Capitals
Mumbai Indians,Delhi Capitals,Wankhede(Mumbai),2,0,Delhi Capitals,Delhi Capitals
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Mumbai Indians,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Mumbai Indians,Delhi Capitals,Centruion Park,2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Himachal Pradesh(Dharamsala),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,PCA(Mohali),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Newsland(Capetown),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Narender Modi(Ahemabad),2,0,Delhi Capitals,Delhi Capitals
Punjab Kings,Delhi Capitals,Wankhede(Mumbai),2,0,Delhi Capitals,Delhi Capitals
Chennai Super Kings,Delhi Capitals,Wankhede(Mumbai),2,0,Delhi Capitals,Delhi Capitals
Chennai Super Kings,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Chennai Super Kings,Delhi Capitals,Kingsmaid(Durban),2,1,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,Sheikh Zayed Stadium(Dubai),2,0,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),2,0,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),2,0,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,M Chinnaswammy(Banglore),2,0,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Royal Challengers Banglore,Delhi Capitals,St George(Port Elizabeth),2,1,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,MA Chidambaram(Chennai),2,1,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Sheikh Zayed Stadium(Dubai),2,1,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,ACA-VCA(Vishakhapatnam),2,0,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Rajiv Gandhi(Hyderabad),2,0,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Shaheed Veer(Rajpur),2,0,Delhi Capitals,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Andhra Cricket(Vishakapatnam),2,1,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Wankhede(Mumbai),2,0,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Dubai Sports(Dubai),2,1,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Sawai Mansingh(Jaipur),2,0,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Sardar Patel(Ahmedabad),2,0,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Springbok Park,2,1,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Narender Modi(Ahemabad),2,0,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),2,0,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),2,0,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),2,0,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),2,1,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,New Wanders(Johannesburg),2,0,Delhi Capitals,Delhi Capitals
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Heavy Engineering(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Wankhede(Mumbai),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Bara1i(Cuttack),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Mumbai Indians,Sheikh Zayed Stadium(Dubai),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,Sheikh Zayed Stadium(Dubai),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,PCA(Mohali),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,PCA(Mohali),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,Subrata(Gahunje),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,Bara1i(Cuttack),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,PCA(Mohali),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Punjab Kings,Kingsmaid(Durban),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Delhi Capitals,Subrata(Gahunje),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Subrata(Gahunje),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Sawai Mansingh(Jaipur),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Rajasthan Royals,Kingsmaid(Durban),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,Sheikh Zayed Stadium(Dubai),1,1,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),1,0,Kolkata Night Riders,Kolkata Night Riders
Mumbai Indians,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Mumbai Indians
Mumbai Indians,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Mumbai Indians
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,Holkar(Indore),1,0,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,PCA(Mohali),1,1,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Punjab Kings
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Punjab Kings
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),1,1,Kolkata Night Riders,Chennai Super Kings
Chennai Super Kings,Kolkata Night Riders,MA Chidambaram(Chennai),1,1,Kolkata Night Riders,Chennai Super Kings
Delhi Capitals,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),1,0,Kolkata Night Riders,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),1,1,Kolkata Night Riders,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),1,1,Kolkata Night Riders,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),1,1,Kolkata Night Riders,Delhi Capitals
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),1,0,Kolkata Night Riders,Delhi Capitals
Royal Challengers Banglore,Kolkata Night Riders,PCA(Mohali),1,1,Kolkata Night Riders,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,PCA(Mohali),1,1,Kolkata Night Riders,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Sharjah Stadium,1,0,Kolkata Night Riders,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Royal Challengers Banglore
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),1,0,Kolkata Night Riders,Royal Challengers Banglore
Sunrises Hyderabad,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),1,1,Kolkata Night Riders,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),1,0,Kolkata Night Riders,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Rajiv Gandhi(Hyderabad),1,1,Kolkata Night Riders,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Rajiv Gandhi(Hyderabad),1,1,Kolkata Night Riders,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Sunrises Hyderabad
Rajasthan Royals,Kolkata Night Riders,Dubai Sports(Dubai),1,0,Kolkata Night Riders,Rajasthan Royals
Rajasthan Royals,Kolkata Night Riders,Dubai Sports(Dubai),1,0,Kolkata Night Riders,Rajasthan Royals
Rajasthan Royals,Kolkata Night Riders,Eden(Kolkata),1,0,Kolkata Night Riders,Rajasthan Royals
Rajasthan Royals,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Rajasthan Royals
Rajasthan Royals,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Rajasthan Royals
Rajasthan Royals,Kolkata Night Riders,Eden(Kolkata),1,1,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Royal Challengers Banglore,PCA(Mohali),2,1,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),2,0,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,PCA(Mohali),2,1,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Sharjah Stadium,2,0,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),2,0,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Royal Challengers Banglore
Kolkata Night Riders,Mumbai Indians,Eden(Kolkata),2,1,Kolkata Night Riders,Mumbai Indians
Kolkata Night Riders,Mumbai Indians,Eden(Kolkata),2,0,Kolkata Night Riders,Mumbai Indians
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),2,0,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,Holkar(Indore),2,0,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,PCA(Mohali),2,1,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),2,1,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),2,0,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),2,0,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),2,1,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Punjab Kings,Eden(Kolkata),2,1,Kolkata Night Riders,Punjab Kings
Kolkata Night Riders,Sunrises Hyderabad,Sheikh Zayed Stadium(Dubai),2,1,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Sheikh Zayed Stadium(Dubai),2,0,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),2,0,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),2,0,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),2,0,Kolkata Night Riders,Sunrises Hyderabad
Kolkata Night Riders,Delhi Capitals,Sheikh Zayed Stadium(Dubai),2,0,Kolkata Night Riders,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Eden(Kolkata),2,0,Kolkata Night Riders,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),2,1,Kolkata Night Riders,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),2,1,Kolkata Night Riders,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),2,1,Kolkata Night Riders,Delhi Capitals
Kolkata Night Riders,Delhi Capitals,Feroz Shah(Delhi),2,0,Kolkata Night Riders,Delhi Capitals
Kolkata Night Riders,Rajasthan Royals,Dubai Sports(Dubai),2,0,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Dubai Sports(Dubai),2,0,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),2,0,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),2,1,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),2,1,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Rajasthan Royals,Eden(Kolkata),2,1,Kolkata Night Riders,Rajasthan Royals
Kolkata Night Riders,Chennai Super Kings,Eden(Kolkata),2,1,Kolkata Night Riders,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Kolkata Night Riders,Chennai Super Kings
Kolkata Night Riders,Chennai Super Kings,MA Chidambaram(Chennai),2,1,Kolkata Night Riders,Chennai Super Kings
Mumbai Indians,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Mumbai Indians,Kolkata Night Riders,Wankhede(Mumbai),2,0,Kolkata Night Riders,Kolkata Night Riders
Mumbai Indians,Kolkata Night Riders,Bara1i(Cuttack),2,0,Kolkata Night Riders,Kolkata Night Riders
Mumbai Indians,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),2,1,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),2,1,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,PCA(Mohali),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,PCA(Mohali),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,Subrata(Gahunje),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,Bara1i(Cuttack),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,PCA(Mohali),2,1,Kolkata Night Riders,Kolkata Night Riders
Punjab Kings,Kolkata Night Riders,Kingsmaid(Durban),2,0,Kolkata Night Riders,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Sheikh Zayed Stadium(Dubai),2,1,Kolkata Night Riders,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Chennai Super Kings,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),2,1,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),2,1,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Eden(Kolkata),2,1,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Feroz Shah(Delhi),2,0,Kolkata Night Riders,Kolkata Night Riders
Delhi Capitals,Kolkata Night Riders,Subrata(Gahunje),2,1,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Heavy Engineering(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),2,1,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Royal Challengers Banglore,Kolkata Night Riders,Eden(Kolkata),2,1,Kolkata Night Riders,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,M Chinnaswammy(Banglore),2,0,Kolkata Night Riders,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),2,0,Kolkata Night Riders,Kolkata Night Riders
